Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Sh,SoT,Dist,FK,PK,PKatt,Season,Team,schedule
22/10/2023,16:30,Premier League,Matchweek 9,Sun,Away,L,1,4,Aston Villa,1.1,1.9,42,41734,Kurt Zouma,4-2-3-1,David Coote,Match Report,14,4,15.2,1,0,0,2024,WestHamUnited,Late
21/10/2023,15:00,Premier League,Matchweek 9,Sat,Away,L,0,4,Newcastle Utd,1.2,2.4,41,52189,Joel Ward,04/03/2003,Tim Robinson,Match Report,17,3,17.8,1,0,0,2024,CrystalPalace,regular
21/10/2023,15:00,Premier League,Matchweek 9,Sat,Away,L,1,2,Manchester City,0.8,0.8,45,53466,Lewis Dunk,4-2-3-1,Robert Jones,Match Report,5,3,12.1,0,0,0,2024,BrightonandHoveAlbion,regular
21/10/2023,15:00,Premier League,Matchweek 9,Sat,Home,L,1,2,Wolves,0.6,2.4,35,11175,Neto,4-2-3-1,Paul Tierney,Match Report,7,4,17.1,0,0,0,2024,Bournemouth,regular
23/10/2023,20:00,Premier League,Matchweek 9,Mon,Away,L,0,2,Tottenham,1,1.5,45,61286,Tim Ream,4-2-3-1,Anthony Taylor,Match Report,10,3,17.6,0,0,0,2024,Fulham,Occasional
21/10/2023,15:00,Premier League,Matchweek 9,Sat,Away,W,2,1,Bournemouth,2.4,0.6,65,11175,Max Kilman,03/04/2003,Paul Tierney,Match Report,21,7,16.2,0,0,0,2024,WolverhamptonWanderers,regular
21/10/2023,12:30,Premier League,Matchweek 9,Sat,Away,L,0,2,Liverpool,0.1,2.2,23,50201,James Tarkowski,4-4-1-1,Craig Pawson,Match Report,6,1,35.2,0,0,0,2024,Everton,Early
21/10/2023,15:00,Premier League,Matchweek 9,Sat,Home,W,3,0,Burnley,3.1,1.1,50,17029,Christian Nørgaard,04/03/2003,Joshua Smith,Match Report,23,9,15,1,0,0,2024,Brentford,regular
21/10/2023,15:00,Premier League,Matchweek 9,Sat,Home,D,2,2,Luton Town,2.9,1.7,57,29361,Serge Aurier,04/03/2003,Samuel Barrott,Match Report,19,8,11.1,0,0,0,2024,NottinghamForest,regular
21/10/2023,15:00,Premier League,Matchweek 9,Sat,Away,D,2,2,Nott'ham Forest,1.7,2.9,43,29361,Tom Lockyer,04/04/2002,Samuel Barrott,Match Report,13,4,17.6,0,0,0,2024,LutonTown,regular
21/10/2023,15:00,Premier League,Matchweek 9,Sat,Away,L,0,3,Brentford,1.1,3.1,50,17029,Josh Cullen,4-2-3-1,Joshua Smith,Match Report,6,1,20.2,0,0,0,2024,Burnley,regular
21/10/2023,20:00,Premier League,Matchweek 9,Sat,Home,L,1,2,Manchester Utd,1.4,1.1,38,31543,Oliver Norwood,04/04/2002,Michael Oliver,Match Report,11,5,25.8,0,1,1,2024,SheffieldUnited,Late
